DataID,Language,MWE,Setting,Previous,Target,Next,Label
val_zero_shot.EN.124.13,EN,night owl,zero_shot,"In this way, I compete against myself, and am satisfied no matter what place I finish in any event.”","Samaha’s most interesting occurrence for the year was running his first trail race, the Night Owl 9K in July, where he tripped over a large root, fell hard, and unknowingly had his bib number ripped off his shorts.","A trailing runner saw the number, picked it up, saw the owner’s name, and gave it to a course marshal to give to Samaha at a later intersection, so Samaha was able to finish officially.",1
val_zero_shot.EN.124.14,EN,night owl,zero_shot,Hooters is back on board for reigning NASCAR Cup Series champion Chase Elliott's ride in 2021.,Its Night Owl scheme will be featured in two of the three races with Hooters as the primary sponsor (Indianapolis Road Course and he Bristol Night Race).,The third race will feature a throwback paint scheme revealed at a later date for the spring event at Darlington Raceway.,1
val_zero_shot.EN.124.15,EN,night owl,zero_shot,"However, you need the internet for the remote access features (no monthly fees for remote viewing).",The Night Owl system is a good option for small retail or service businesses.,Reolink Eight Channel PoE Video Surveillance System,1
val_zero_shot.EN.124.16,EN,night owl,zero_shot,"Like Andrew, who opened Night Owl Cookies in 2012.","Andrew Gonzalez, owner, Night Owl Cookies: ""Nobody believed in me except for Deco Drive.","They got me on air very quickly!""",1
val_zero_shot.EN.124.17,EN,night owl,zero_shot,"Police said there has been a recent trend in unlocked car break-ins, with thieves stealing items such as cash, satellite navigation systems, sunglasses, mobile phones and backpacks during hours of darkness.","Thefts of catalytic converters and tools from work vans will also come under the Operation Night Owl umbrella as well as overnight rural criminality, police said.","Chief Inspector Matt Carney said: ""This proactive operation, focused on west Suffolk, will look to proactively address the issue of acquisitive criminality, particularly in the hours of darkness.",1
val_zero_shot.EN.124.18,EN,night owl,zero_shot,LCG asks that Monday customers put garbage and recycling carts at the curb for collection Tuesday morning.,"In addition, the Lafayette Transit System office will be closed Monday, and there will be no Daytime, Night Owl or Para-transit bus service Monday.",Bus and paratransit services will resume regular schedules Tuesday.,1
val_zero_shot.EN.124.19,EN,night owl,zero_shot,"4412 Nolan Creek Ct., Granbury, TX 76049",Sunshine Housekeeping/Night Owl Commercial Cleaning Service,"At Care.com, we realize that cost of care is a big consideration for families.",1
val_zero_shot.EN.237.1,EN,blood bath,zero_shot,"In its reply, the RCL warned: “In the first place, it [the rejection of a united front] is an act which is absolutely hostile to the active organisation of practical measures by the working class against its class enemy.","Second, it ties the working class to fronts formed on bourgeois programs, weakens and politically disarms it, and creates the opportunity for the class enemy to drown the working class and the poor peasants in a blood bath.”","The “left” parties dropped any criticism of the government’s repressive measures and received arms in return, while hundreds of militant workers and trade unionists paid for this treachery with their lives.",0
val_zero_shot.EN.237.2,EN,blood bath,zero_shot,Ben Cox pummled his opponent Nate Meyer into a TKO victory maintaining his 170lb Amateur Title.,Mojo Horne turned Brendan Seguin into a blood bath as he dropped countless elbows onto Seguins face while mainintaining a dominating mounted position Seguin simply couldn't get out of and kept hold of his 185lb Pro Title.,Roger Bowling ended Seth Baczynski in all of 9 seconds in the first round catching an awe inspiring knockout blow causing Seth to be knocked out while suspended in the air with a look on his face that to this moment is still embedded into my memory.,0
val_zero_shot.EN.237.3,EN,blood bath,zero_shot,"The arrival of President Joe Biden to the White House from a general “Israel” consensus point of view is, it’s not as good as the Donald Trump years, but it won’t be as bad as the Barak Obama era.","The US embassy will remain in Jerusalem, as this act was the implementation of a law passed by Congress in 1995, despite wild predictions of a “blood bath” if a move took place.",We also know that the huge success stories of peace and trade treaties between Israel and the Gulf States were welcomed and will be encouraged to grow and flourish.,0
val_zero_shot.EN.237.4,EN,blood bath,zero_shot,"Why would the western media outlets write headlines that paint the Ethiopian defense force ""as the invading force""?","It is not because these media outlets don't know the truth, it is because they want a blood bath in Ethiopia by garnering support for the TPLF.","With the intention of internationalizing the conflict, the western media is reporting fabricated news asserting Eritrean soldiers are not only in Tigray but that they are looting properties in Tigray and selling them in the street of Asmara.",0
val_zero_shot.EN.237.5,EN,blood bath,zero_shot,"It came as a terrible shock to the Inyo officers when the vicious record of the Family … came out into the open,” wrote Bob Murphy, the park’s superintendent in 1969, in a book called “Desert Shadows” about the Manson Family’s apprehension.","Death Valley could well have had its own blood bath, had the officers provided the opportunity.”","You can read this and other stories about history, nature, culture, art, conservation, travel, science and more in National Parks magazine.",0
val_zero_shot.EN.237.6,EN,blood bath,zero_shot,"When a prominent left winger called for the destruction of the state itself as a necessary step towards revolution and transformation, the public and the formal political parties and politicians were worried and disenchanted.",No one in Egypt wants a blood bath or purges that may unjustly injure or dispossess the innocent.,"However the state in Egypt can only be transformed through a systematic and methodical engagement with its functions, values, and processes.",0
val_zero_shot.EN.237.7,EN,blood bath,zero_shot,"As a testament to the scene's power, these reactions videos are practically indiscernible from the reactions videos for ""Two Girls, One Cup.""","There are countless videos of people reacting to the blood bath that was the Red Wedding, but here's a nice compilation to get you started.","Actress Maisie Williams, who plays Ayra Stark on the show, even uploaded her own reaction video (originally to Vine), which helped lighten the spirts of otherwise heartbroken fans.",0
val_zero_shot.EN.237.8,EN,blood bath,zero_shot,"Today I want to say each and every Indian who is supporting these riots is also a terrorist including anti national brands,"" Kangana Ranaut tweeted on Republic Day.","Sick and tired of riots and blood bath almost every month , Delhi, Bangalore and now again Delhi #RedFort,"" the actress wrote in a separate tweet.","The actress also shared a video speaking in Hindi, where she said: ""We have become a joke before the world today.",0
val_zero_shot.EN.237.9,EN,blood bath,zero_shot,"Kangana said it was disappointing to watch protests turn violent, that too on Republic day.","She captioned her video on Twitter, “Sick and tired of riots and blood bath almost every month, Delhi, Bangalore and now again Delhi.”",Farmers were told to start their rally after the official Republic Day parade gets over.,0
val_zero_shot.EN.237.10,EN,blood bath,zero_shot,This triggers a cutscene showing that Mongols have broken into the Steward's Keep and the stronghold is about to fall if you do not intervene.,"Make your way back to the stronghold, again either leaving a blood bath in your path or sneak back to the stronghold.","You need to get to the keep, and you can again get there by using stealth or killing all the Mongols in your path as you do so.",0
val_zero_shot.EN.237.11,EN,blood bath,zero_shot,"Putting the truck in reverse, they noticed it was an elderly woman, covered in blood, sitting on a piece of machinery.","Davies said they found ""A woman with no shoes on, blood all over, one eye was completely shut, hair missing, just a blood bath.""","The elderly woman asked for help and said her son had tried to kill her, according to Davies' testimony.",0
val_zero_shot.EN.237.12,EN,blood bath,zero_shot,"ET      When her father passes away, a beautiful young woman finds solace in a new boyfriend.","But when he ropes her into one of his criminal schemes, she finds herself in the midst of a brutal blood bath, willing to step in and save her man's life…by any means necessary.",FOR MY MAN is produced by Jupiter Productions for TV One.,0
val_zero_shot.EN.237.13,EN,blood bath,zero_shot,"Using powerful explosives that had been smuggled into the prison, the men destroyed two armored doors and ended up in front of the prison's main gate.","To avoid a blood bath, prison officials ordered the gate to be opened.",The escapees stole a vehicle from the prison parking lot and piled in their hostages.,0
val_zero_shot.EN.237.14,EN,blood bath,zero_shot,"Ousted President Manuel Zelaya has vowed to return to Honduras on Sunday, despite being threatened with arrest.","The Honduran Catholic Church called on all parties to avoid a ""blood bath"".","In a speech on the regional TV channel, Telesur, Mr Zelaya said he would arrive along with several other presidents.",0
val_zero_shot.EN.237.15,EN,blood bath,zero_shot,"You are funded by your audience, so you have to keep yourself admired by slaughtering the monsters.",Take the challenge and come out victorious from a blood bath with ferocious beasts!,"Become a champion of the show, full of blood, pain and insensate cruelty.",0
val_zero_shot.EN.237.16,EN,blood bath,zero_shot,"If the insurrectionists were Black they would all be dead.""","If the rioters were Black it'd be a blood bath.""","While the revelations are true, each time I saw one of these posts on social media it felt like the quick jab of a knife in my side.",0
val_zero_shot.EN.237.17,EN,blood bath,zero_shot,That's not a fun place for Team Biden to be in.,"It's going to be a blood bath.""",Maybe McDonough can swiftly use his crisis management skills to skillfully evade blame for this mess and others Trump has left him.,0
val_zero_shot.EN.237.18,EN,blood bath,zero_shot,"We just have to stick to the same plan we’ve had all along, HOLD!!","We didn’t go through the blood bath last week for nothing, keep it up boys!!""","a user posted, referring to GameStop's decline from nearly US$500.",0
val_zero_shot.EN.237.19,EN,blood bath,zero_shot,Made In Hollywood TeenVideosMovie TrailersMoviefone's UnscriptedExclusive InterviewsNewsMovie NewsTV NewsPhoto Galleries,"Deborah Loomis is an actress, known for Hercules in New York (1970), Foreplay (1975) and Blood Bath (1976).","In 1969, she appeared in three episodes of the ABC Gothic soap opera Dark Shadows where she played a character named Tessie Kincaid.",1
val_zero_shot.EN.96.1,EN,fresh water,zero_shot,"Of the 14 awarded projects, seven received an average interest rate of 1.35% for five to 20 years, five projects received an average interest rate of 1.5% for 30 years and two projects qualified to receive grants at an interest rate of 0.00%, the release said.","For January 2021, the following Ohio communities are receiving funding from OWDA’s Fresh Water Loan Program:",The state created the Water Development Authority to provide funding for construction of public water and wastewater infrastructure in Ohio.,1
val_zero_shot.EN.96.2,EN,fresh water,zero_shot,"The authors report that 230Th was missing in multiple layers of sediment cores from the Arctic Ocean and Nordic seas, which suggests that no 230Th was produced at these time points, therefore indicating an absence of salt water.","They propose that this region was filled with fresh water between 70,000–62,000 years ago and approximately 150,000–131,000 years ago, and that these changes occurred over relatively short periods of time.","The authors suggest that at the time when fresh water was present, the ice shelves extended into the Nordic seas, and might have dammed these bodies of water, preventing inflows of salty water from the Atlantic Ocean.",1
val_zero_shot.EN.96.3,EN,fresh water,zero_shot,The agency that is behind the rising sea levels is simply an excess of fresh water from melting glaciers − about 350 billion tons of it.,"Fresh water is less dense than salt water, and so in regions where an excess of fresh water has accumulated we expect a localized rise in sea level,"" says Craig Rye, an oceanography researcher at of the University of Southampton in the UK, who, with colleagues, has published the findings in Nature Geoscience.","Partly because the oceans are warmer and are therefore expanding, and partly because the terrestrial glaciers are in retreat, global sea levels on average have crept up by about 3 millimeters a year.",1
val_zero_shot.EN.96.4,EN,fresh water,zero_shot,"Michael Hightower, Program Director of the New Mexico Produced Water Research Consortium at New Mexico State University, stated about a decade ago that operators were using about 15% reused or produced water on average, but that rate could have increased to as much as 80% in recent years.","Due to the lack of adequate reporting requirements, it’s virtually impossible to determine at this time exactly how much fresh water is used in hydraulic fracturing today.","In furtherance of this desire to push environmental policy by limiting oil and gas activity, Senator Antoinette Sedillo Lopez introduced a bill (S.B.",1
val_zero_shot.EN.96.5,EN,fresh water,zero_shot,"Two of the major challenges currently facing humankind—climate change and COVID—both illustrate the need to link economics with the environment and to rethink how we will become more prosperous and healthy in the future.""","The review warned of waning biodiversity within Earth's soil, which provides 65 percent of the planet's fresh water and 99 percent of humans' calorific intake.","Together with this, its capacity to absorb carbon pollution, and provide shelter and medicine, nature is estimated to provide around $33 trillion worth of services to the global economy.",1
val_zero_shot.EN.96.6,EN,fresh water,zero_shot,The fresh water was intended to bathe diseased salmon in four licensed sites operated by the company in Kilkieran Bay to rid them of sea lice and Amoebic Gill Disease.,The fresh water would be pumped from the lake via a pipeline to a proposed headwall at the coast road where another pipeline would carry the fresh water to tarpaulins which would be towed by boat to the sites where the fish would be treated.,Galway County Council had refused permission for the proposed development but An Bord Pleanála in July 2018 allowed the company’s appeal over that refusal.,1
val_zero_shot.EN.96.7,EN,fresh water,zero_shot,The latest action taken by the New Mexico’s state lawmakers comes at a time when the Biden administration recently suspended new oil and gas leading on federal lands.,"Oil and gas companies industrywide have made great strides in recent years to replace the use of fresh water with a combination of recycled and produced water for hydraulic fracturing, the main use of fresh water by the industry.","The ban brought by Garcia Richard, according to one operator in New Mexico, will undoubtedly increase its cost structure.",1
val_zero_shot.EN.96.8,EN,fresh water,zero_shot,The Keystone 10 Million Trees Partnership is working to plant 10 million new trees in priority landscapes in Pennsylvania by the end of 2025.,"Eels in the Susquehanna River help transport fresh water mussels that act as small filtration devices, combing out toxins from the water.",Restoring the eel populations by removing barriers such as dams that prevent them from migrating upstream will assist in cleaning up the watershed.,1
val_zero_shot.EN.96.9,EN,fresh water,zero_shot,"The proposal for A Pad was drawn up by Ursa before the ruling by the Colorado Oil and Gas Conservation Commission that all drilling be at least 2,000 feet away from occupied structures.","Ursa called for drilling within 900 feet of the Colorado River, 600 feet from the PUD’s fresh water supply, and 500 feet from homes.",These specifications were approved by the Garfield County commissioners despite fervent public opposition.,1
val_zero_shot.EN.96.10,EN,fresh water,zero_shot,"Mixing fresh and salt water releases a significant amount of energy, also known as Gibbs free energy.",A cubic meter of fresh water entering the ocean will release as much energy as a cubic meter of water falling 270 meters.,"Currently, tapping this energy source requires specialized and expensive membranes to create the pressure to drive a turbine, or to separate the positive and negative ions in the water directly.",1
val_zero_shot.EN.96.11,EN,fresh water,zero_shot,Ethiopia began filling the reservoir behind the dam after the summer rains last year despite demands from Egypt and Sudan that it should first reach a binding agreement on the dam’s operation.,"Egypt views the Grand Ethiopian Renaissance Dam as a major threat to its fresh water supplies, more than 90% of which come from the Nile.",The Blue Nile flows north into Sudan then Egypt and is the Nile’s main tributary.,1
val_zero_shot.EN.96.12,EN,fresh water,zero_shot,"The Galaxy Buds Pro have the upper hand when it comes to durability against water and sweat, with a higher rating of IPX7 compared with the IPX4 of the AirPods Pro.",This means they can be submerged in up to 3 feet (1 meter) of fresh water for up to 30 minutes.,"I haven't taken the Buds Pro for a swim yet or run them through the washer, but I've had no problems after splashing some water on them.",1
val_zero_shot.EN.96.13,EN,fresh water,zero_shot,The controversy has also overshadowed a fresh effort by the museum to work alongside First Nation elders to gain insight and context for Indigenous artworks.,"For now, the stone face sits in a tank of fresh water, denuded of seaweed and cleansed of salt.","Elders will study the pillar, drawing on their knowledge of the region’s art and history before drawing a conclusion.",1
val_zero_shot.EN.96.14,EN,fresh water,zero_shot,"And this could lead to competition with the public water supply, especially in the hot summer months, says Rechenberg.","In that case, he adds, priorities would have to be clearly established — for example, there should always be enough fresh water for cooking or showering, but not necessarily for watering a private garden.",Irrigation systems to secure harvests,1
val_zero_shot.EN.96.15,EN,fresh water,zero_shot,"If you do want to attract birds to your landscape, also pay careful attention to all chemical use, even organic products can harm wildlife.","In addition to food, fresh water is also critical for bird health.","In the wintertime, a heated birdbath will bring birds to your yard when other water sources are scarce.",1
val_zero_shot.EN.96.16,EN,fresh water,zero_shot,"Brown said his ultimate goal for the kids ""is to grow them into leaders of our wild spaces.","They come out with rich stories but they also start to develop a voice for advocacy for indigenous people, and for our public lands, and fresh water.""",And that water stretches far beyond Oregon!,1
val_zero_shot.EN.96.17,EN,fresh water,zero_shot,Dr. Harris said she hopes to one day expand to a second site to possibly involve water or a forested area.,Michigan has a lot of fresh water lakes.,There isn't a whole lot of information about what happens to people who go missing in those lakes.,1
val_zero_shot.EN.96.18,EN,fresh water,zero_shot,"He swapped out water for CO2, which reduced emissions dramatically.","In layperson's terms, he created carbon eating concrete while reducing the demand for fresh water.","This substitution is so effective, it can reduce carbon emissions by up to 70%.",1
val_zero_shot.EN.96.19,EN,fresh water,zero_shot,I love being in the green trees and being close to lakes.,"Having the clear water and sandy beaches, so many fresh water lakes, is pretty cool.",I love my memories of going jet skiing and also having access to snowmobiles.,1
val_zero_shot.EN.96.20,EN,fresh water,zero_shot,"In contrast to deposits on land, where erratic boulders, moraines and glacial valleys are the obvious landmarks of glaciers, only few traces of vast ice shelves had been found so far in the Arctic Ocean - and Meltwater leaves no marks.","Researchers from the Alfred Wegener Institute and MARUM have now published new findings about the past of the Arctic Ocean: Since the last 150,000 years, it is believed to have been covered at least twice by ice shelves more than 900 meters thick and to have been completely filled with fresh water during the last ice age.","The long geoscientific investigation, with these findings, can be read in the current issue of the scientific journal Nature.",1
val_zero_shot.EN.96.21,EN,fresh water,zero_shot,"News Highlights: Patent-pending technology derives energy from fresh, salt water",A prototype device that feeds an LCD screen when the electrodes go from salt to fresh water and vice versa.,A groundbreaking discovery by researchers at the University of Hawai'i in Mānoa reveals a more efficient method of extracting energy when fresh and salt water are mixed.,1
val_zero_shot.EN.96.22,EN,fresh water,zero_shot,"Bastiaan Notebaert, water innovator at the Belgian organisation, Vlawka, and FRESH4Cs lead partner, said: “This project has the potential to change the way we use our freshwater supplies and will particularly benefit farmers and their communities.","We aim to provide sustainable fresh water supplies to coastal areas across Europe by trialling schemes, such as this one in Felixstowe.",I’d like to thank all the partners in Suffolk for embracing this innovation and being part of something ground-breaking for our natural environment and for future generations.”,1
val_zero_shot.EN.96.23,EN,fresh water,zero_shot,"However, New Mexico enjoys significant revenue from the production of oil and gas, so it’s debatable that actions taken to slow production will have widespread support.","In December 2020, New Mexico Commissioner of Public Lands, Stephanie Garcia Richard, announced plans to halt the commercial sale of fresh water from state trust lands for oil and gas development.","In a letter to oil and gas operators, the Commissioner informed companies that hold easements and grant access to state trust land to pump fresh water for sale to the oil and gas industry, their easements/permits won’t be renewed, nor would any new permits be granted.",1
val_zero_shot.EN.96.24,EN,fresh water,zero_shot,"Mobile carbon capture, for use in applications such as heavy trucking, is in the very early stages of development right now but could be a game changer.","The production of hydrogen right now requires fresh water, but if it could be done with salt water, production would be exponentially easier.","Processes for removing CO2 from the atmosphere are in the nascent stage, and once developed they could provide the carbon for hydrogen e-fuel production as well as decarbonizing the atmosphere.",1
val_zero_shot.EN.96.25,EN,fresh water,zero_shot,Twist the throttle in 15-second increments to expel any remaining water in the system.,"After the water is gone, you should flush the system with fresh water to remove any dirt, algae, grime, or salt that is still present.",Every jet ski is built differently and may have different drain plugs and access ports.,1
val_zero_shot.EN.96.26,EN,fresh water,zero_shot,Asfur--now at the Ruppin Academic Center in Israel--had set out to investigate how lightning bolts affect water chemistry.,"Instead, he discovered that, in the lab at least, lightning-like discharges are brighter over salt water than over fresh water or soil.","We were surprised,"" says atmospheric scientist Colin Price of Tel Aviv University in Israel, who was Asfur's supervisor at the time of the experiments.",1
val_zero_shot.EN.96.27,EN,fresh water,zero_shot,"Communities depend on the availability of clean water for drinking, agriculture and recreation.",The Nature Conservancy is working on multiple fronts to protect Georgia’s fresh water and ensure the availability of clean water for people and nature.,Agriculture is an important part of Georgia’s economy and heritage.,1
val_zero_shot.EN.96.28,EN,fresh water,zero_shot,I retrieved my treasured china teapot that my mom hand-painted many years ago and pulled two of my favorite teacups out of the cabinet.,"Using guidance from tea experts, I poured fresh water into the kettle (never reuse already boiled water, they say) and brought it to a boil.","When it was rumbling, I turned off the heat and waited a minute before gently pouring it over the tea.",1
val_zero_shot.EN.96.29,EN,fresh water,zero_shot,Florists often fill vases only partly to prevent water from sloshing out during transport.),Then top it off daily with more fresh water at least every other day.,"The more of the stem that is immersed in water, the more moisture it can absorb.",1
val_zero_shot.EN.96.30,EN,fresh water,zero_shot,It's easy to order your rain barrel online through The Conservation Foundation and Upcycle Products Inc.,"A rain barrel is an easy way to collect a consistent supply of clean, fresh water for outdoor use to water plants, to wash your car, or to top a swimming pool, all for free.","The barrels are repurposed, industrial-sized food containers that would otherwise be shredded and possibly sent to a landfill.",1
val_zero_shot.EN.96.31,EN,fresh water,zero_shot,"The solutions are engineered with the environment and economics at the forefront, while at the same time considering industry demand for sustainable technology.","The solvAQUA proprietary process is an effective solution to wastewater management - whether it is water for industrial use, agriculture, and community infrastructure; or it can be for clean, fresh water for reuse.","The solvAQUA process has been tested in the United States, Canada, and Mexico; onshore and offshore where it confirmed that its nano-technology process works with oil and gas, industrial, and municipal wastewater streams.",1
val_zero_shot.EN.35.1,EN,fine line,zero_shot,"There are things that are within your control and things that aren't,"" Curry said.","But all the little things that you do on a daily basis, all the work that you put in, is building towards getting back to that stage and understanding—you're living in reality so you know unless you're playing quarterback for the Tampa Bay Bucs right now, there's a fine line between when you're at your peak and when you need to really get the most out of what you got on the court.","That's kind of the perspective, so definitely think about it.""",0
val_zero_shot.EN.35.2,EN,fine line,zero_shot,"Still, on Monday at TPC Scottsdale—fresh off playing in the final group on Sunday at the Farmers Insurance Open—Burns went to the tour truck in search of a new big stick.","It’s a fine line for a rep knowing when to approach a player about a switch,” said Jacob Davidson, PGA Tour rep for Callaway.","One of the things we’re constantly doing is monitoring their stats through ShotLink, and we know Sam has a DNA he needs to be operating at from a spin and launch perspective when he’s playing his best golf.",0
val_zero_shot.EN.35.3,EN,fine line,zero_shot,A big bag of nothing” is a fair assessment of what many parents feel online schooling has provided for their children.,"There’s a fine line between Rahm Emanuel’s exhortation to make sure a crisis “never goes to waste,” and turning a health crisis into a national education emergency, and using children as pawns in a political struggle.","If the unions don’t alter their stance and start prioritizing children’s education, they may quickly find they have no bargaining chips left to play.",0
val_zero_shot.EN.35.4,EN,fine line,zero_shot,"Especially when we see the pictures from overseas where countries still ravaged by Covid are locked down, shut, excluding people from daily activities.","But it’s a fine line isn’t it, between being grateful and aware of our privilege here, and being complacent.","My Mum was telling me the other day that she’s always surprised at how few people sign in anywhere, or use the contact tracing app.",0
val_zero_shot.EN.35.5,EN,fine line,zero_shot,"Part of that comes from its more aggressive toe spring, and the rest comes from the softer foam, lighter weight, and deeper flex grooves.","As a smaller runner, I have found that there is a fine line between cushioned trainers feeling supportive and feeling overbuilt; the Cumulus 22 walks that line well.",The Cumulus 21 (left) has a slightly stiffer ride than the 22 (right).,0
